LABA PER SAHAM,CURRENT RATIO,DEBT RATIO ,DEBT TO EQUITY RATIO,ROA,ROE,NPM
23.38,1.536435423,0.650857163,1.864157282,0.028154781,0.08063972,0.114360231
-6.73,3.942309307,0.253658433,0.339869095,-0.036133958,-0.048414773,-0.097397529
22.3,13.97017845,0.071581047,0.077099941,0.051651171,0.055633474,0.502616929
121,3.288820118,0.304060412,0.436906331,0.06119678,0.08793404,0.070518084
65.1,1.144795187,0.873518697,6.906306918,0.008930806,0.070609694,0.069486522
0.124,1.715507321,0.582917944,1.397609739,0.010996528,0.026365383,0.045695403
66,2.960065913,0.337830315,0.510186925,0.057732251,0.08718649,0.041957355
-51,1.078089813,0.927566505,12.80576768,-0.086703483,-1.197008147,-8.671006614
91,2.615096366,0.382395086,0.619158102,0.048550961,0.078611682,0.056481242
3.5,1.719562151,0.581543389,1.38973402,0.019285085,0.046086223,0.015579471
82,2.132046988,0.469032815,0.883355559,0.101409394,0.190989947,0.190763728
1622.4138,5.205520219,0.192103759,0.237782711,0.146124746,0.180870684,0.155922692
-5.09,2.678026042,0.373409364,0.595938308,-0.030274727,-0.048316596,-0.067941223
-17.8508,0.530318663,1.885658699,-2.129103119,-0.010055555,0.011353758,-0.027971549
2096000000,2.684885861,0.372455312,0.593512013,0.072867355,0.116115005,0.139494845
115,1.357931182,0.736414343,2.793833144,0.216699343,0.82212115,0.145816268
6.81,2.278915391,0.438805233,0.781912554,0.007221024,0.012867234,0.524986247
17.04,3.826803544,0.261314695,0.353756455,0.118774275,0.160791442,0.137324803
2.645268147,1.221074068,0.81895114,6.438256398,0.001884943,0.014818643,0.025756115
3.29,2.412278435,0.414545844,0.70807567,0.014918724,0.02548231,0.052267537
-6.463,1.011575087,0.988557362,86.39243682,-0.012093744,-1.056901796,-0.07867177
-31.16,1.522702767,0.656726987,1.913133168,-0.045237322,-0.131782343,-0.105869593
4.26,1.394001438,0.717359375,2.538061805,0.010423669,0.036879585,0.107913778
-0.0131,7.397403458,0.135182569,0.156313418,-0.018769293,-0.021703186,-0.007010632
15.74,1.671738134,0.59817981,1.488675348,0.026271921,0.065382281,0.06185611
-12.4,2.070842465,0.482895255,0.933844176,-0.053103588,-0.102694065,-0.188933826
-59.53,1.197898573,0.834795218,5.053093537,-0.092469567,-0.559726939,-0.037163783
3.73,2.780033485,0.359707898,0.561787185,0.011082612,0.017308681,0.024769637
51.82,3.540296733,0.282462199,0.393654799,0.062776974,0.087489432,0.057108316
11.7,1.348927307,0.741329792,2.865926457,0.002736827,0.010580373,0.016332051
1.57377,3.377645217,0.296064251,0.420584195,0.002484188,0.003528998,0.016574146
11.13,2.228839061,0.448664068,0.813776215,0.068465987,0.124181979,0.065927676
21.72,1.364656927,0.732784908,2.742303592,0.015679305,0.058676719,0.065954276
74.6,2.128705507,0.469769067,0.885970692,0.054870047,0.103483301,0.101105644
0.12,4.751081908,0.210478375,0.266589753,0.000385528,0.000488306,0.003837336
-11.38,1.095452024,0.912865172,10.47646722,-0.027734264,-0.318291374,-0.375073673
12.84865874,1.173765753,0.851958747,5.754873913,0.000632157,0.004270138,0.009363594
6.197687878,1.675809724,0.596726457,1.479706439,0.006051662,0.015006344,0.020700751
-42.94,4.371675213,0.228745264,0.296588472,-0.651091191,-0.844197333,-1.504947049
-6.2,1.996008984,0.500999749,1.004007008,-0.016223727,-0.032512463,-0.01677397
52.46,29.01271228,0.03446765,0.035698078,0.178131511,0.184490464,12.59667599
25.37,1.760126363,0.568141027,1.315570737,0.009847197,0.022801881,0.011659546
2.62,1.786285645,0.559820879,1.271802437,0.03291658,0.074779966,0.10683831
8,2.011605017,0.497115483,0.988528114,0.013267232,0.026382264,0.021742807
35.39,1.691121237,0.59132366,1.446924138,0.102571173,0.250983878,0.104429616
